photo,row,col,gt,pred,conf,threshold,fg_frac,post_ink_frac,comps,largest_frac,tiny_removed,grid_removed,corner_removed,merged
1fpguv3t969c1.webp,2,9,3,3,0.9972,adaptive,0.1411,0.0825,1,0.0825,0,0,0,0
1fpguv3t969c1.webp,3,1,6,6,0.9908,adaptive,0.1673,0.0838,1,0.0838,0,0,0,0
1fpguv3t969c1.webp,3,2,2,2,0.9994,adaptive,0.1513,0.0823,1,0.0823,0,0,0,0
1fpguv3t969c1.webp,3,4,8,8,0.996,adaptive,0.1804,0.0973,1,0.0973,0,0,0,0
1fpguv3t969c1.webp,3,5,7,7,0.9992,adaptive,0.1196,0.0635,1,0.0635,0,0,0,0
1fpguv3t969c1.webp,3,7,9,9,0.9994,adaptive,0.141,0.0833,1,0.0833,0,0,0,0
1fpguv3t969c1.webp,3,8,1,1,0.9599,adaptive,0.1147,0.0461,1,0.0461,0,0,0,0
1fpguv3t969c1.webp,3,9,5,5,0.9982,adaptive,0.1579,0.0853,1,0.0853,0,0,0,0
1fpguv3t969c1.webp,4,1,2,2,0.9994,adaptive,0.1631,0.0786,1,0.0786,0,0,0,0
1fpguv3t969c1.webp,4,2,5,5,0.9984,adaptive,0.1153,0.0855,1,0.0855,0,0,0,0
1fpguv3t969c1.webp,4,3,1,1,0.938,adaptive,0.1337,0.0499,1,0.0499,0,0,0,0
1fpguv3t969c1.webp,4,4,6,6,0.9712,adaptive,0.1689,0.0847,1,0.0847,0,0,0,0
1fpguv3t969c1.webp,4,5,8,8,0.9978,adaptive,0.156,0.0986,1,0.0986,0,0,0,0
1fpguv3t969c1.webp,4,6,9,9,0.9996,adaptive,0.155,0.0838,1,0.0838,0,0,0,0
1fpguv3t969c1.webp,4,7,3,3,0.9973,adaptive,0.1517,0.0813,1,0.0813,0,0,0,0
1fpguv3t969c1.webp,4,8,4,4,0.9981,adaptive,0.1504,0.0796,1,0.0796,0,0,0,0
1fpguv3t969c1.webp,4,9,7,7,0.9986,adaptive,0.1444,0.0588,1,0.0588,0,0,0,0
1fpguv3t969c1.webp,5,2,3,3,0.998,adaptive,0.1304,0.0826,1,0.0826,0,0,0,0
1fpguv3t969c1.webp,5,4,1,1,0.9499,adaptive,0.1099,0.052,1,0.052,0,0,0,0
1fpguv3t969c1.webp,5,5,5,5,0.9979,adaptive,0.0868,0.0868,1,0.0868,0,0,0,0
1fpguv3t969c1.webp,5,6,7,7,0.9985,adaptive,0.1024,0.0588,1,0.0588,0,0,0,0
1fpguv3t969c1.webp,5,7,6,6,0.987,adaptive,0.1325,0.0857,1,0.0857,0,0,0,0
1fpguv3t969c1.webp,5,8,2,2,0.9988,adaptive,0.124,0.0799,1,0.0799,0,0,0,0
1fpguv3t969c1.webp,5,9,9,9,0.9993,adaptive,0.1427,0.0844,1,0.0844,0,0,0,0
1fpguv3t969c1.webp,6,1,7,7,0.9987,adaptive,0.143,0.0601,1,0.0601,0,0,0,0
1fpguv3t969c1.webp,6,2,6,6,0.9885,adaptive,0.1472,0.0859,1,0.0859,0,0,0,0
1fpguv3t969c1.webp,6,3,9,9,0.9995,adaptive,0.1622,0.084,1,0.084,0,0,0,0
1fpguv3t969c1.webp,6,4,3,3,0.9961,adaptive,0.1521,0.0809,1,0.0809,0,0,0,0
1fpguv3t969c1.webp,6,5,4,4,0.9977,adaptive,0.1248,0.081,1,0.081,0,0,0,0
1fpguv3t969c1.webp,6,6,2,2,0.9987,adaptive,0.1372,0.0782,1,0.0782,0,0,0,0
1fpguv3t969c1.webp,6,7,8,8,0.9979,adaptive,0.1635,0.0951,1,0.0951,0,0,0,0
1fpguv3t969c1.webp,6,8,5,5,0.9983,adaptive,0.1122,0.0823,1,0.0823,0,0,0,0
1fpguv3t969c1.webp,6,9,1,1,0.9287,adaptive,0.1227,0.0497,1,0.0497,0,0,0,0
1fpguv3t969c1.webp,7,1,3,3,0.9982,adaptive,0.1648,0.0806,1,0.0806,0,0,0,0
1fpguv3t969c1.webp,7,2,4,4,0.998,adaptive,0.1461,0.0758,1,0.0758,0,0,0,0
1fpguv3t969c1.webp,7,5,6,6,0.9822,adaptive,0.1483,0.0846,1,0.0846,0,0,0,0
1fpguv3t969c1.webp,7,6,1,1,0.9716,adaptive,0.1377,0.047,1,0.047,0,0,0,0
1fpguv3t969c1.webp,7,7,7,7,0.9991,adaptive,0.1305,0.0579,1,0.0579,0,0,0,0
1fpguv3t969c1.webp,7,8,9,9,0.9995,adaptive,0.1493,0.0853,1,0.0853,0,0,0,0
1fpguv3t969c1.webp,8,1,9,9,0.999,adaptive,0.1398,0.083,1,0.083,0,0,0,0
1fpguv3t969c1.webp,8,2,1,1,0.9461,adaptive,0.0813,0.0514,1,0.0514,0,0,0,0
1fpguv3t969c1.webp,8,3,2,2,0.9992,adaptive,0.1223,0.0787,1,0.0787,0,0,0,0
1fpguv3t969c1.webp,8,4,7,7,0.9989,adaptive,0.1144,0.0579,1,0.0579,0,0,0,0
1fpguv3t969c1.webp,8,5,3,3,0.9984,adaptive,0.1152,0.0854,1,0.0854,0,0,0,0
1fpguv3t969c1.webp,8,6,8,8,0.9986,adaptive,0.1522,0.0957,1,0.0957,0,0,0,0
1fpguv3t969c1.webp,8,7,5,5,0.9976,adaptive,0.0975,0.0825,1,0.0825,0,0,0,0
1fpguv3t969c1.webp,8,8,6,6,0.9795,adaptive,0.1354,0.0861,1,0.0861,0,0,0,0
1fpguv3t969c1.webp,8,9,4,4,0.9977,adaptive,0.1418,0.0778,1,0.0778,0,0,0,0
1fpguv3t969c1.webp,9,2,7,7,0.9988,adaptive,0.1169,0.0597,1,0.0597,0,0,0,0
1fpguv3t969c1.webp,9,3,6,6,0.9794,adaptive,0.1513,0.0844,1,0.0844,0,0,0,0
1fpguv3t969c1.webp,9,5,9,9,0.9995,adaptive,0.1547,0.0855,1,0.0855,0,0,0,0
1fpguv3t969c1.webp,9,7,1,1,0.9485,adaptive,0.1343,0.0501,1,0.0501,0,0,0,0
1fpguv3t969c1.webp,9,8,3,3,0.999,adaptive,0.1522,0.081,1,0.081,0,0,0,0
tayjwio31f0d1.webp,1,1,5,5,0.9974,adaptive,0.1749,0.0791,1,0.0791,0,0,0,0
tayjwio31f0d1.webp,1,2,8,8,0.9943,adaptive,0.1431,0.0868,1,0.0868,0,0,0,0
tayjwio31f0d1.webp,1,3,3,3,0.997,adaptive,0.1426,0.0713,1,0.0713,0,0,0,0
tayjwio31f0d1.webp,1,4,7,7,0.998,adaptive,0.1452,0.0503,1,0.0503,0,0,0,0
tayjwio31f0d1.webp,1,6,4,4,0.9971,adaptive,0.1423,0.0693,1,0.0693,0,0,0,0
tayjwio31f0d1.webp,1,7,1,1,0.9558,adaptive,0.1219,0.0399,1,0.0399,0,0,0,0
tayjwio31f0d1.webp,1,9,9,9,0.9969,adaptive,0.1706,0.0844,1,0.0844,0,0,0,0
tayjwio31f0d1.webp,2,4,5,5,0.9915,adaptive,0.1515,0.0803,1,0.0803,0,0,0,0
tayjwio31f0d1.webp,2,6,8,8,0.9981,adaptive,0.1445,0.0862,1,0.0862,0,0,0,0
tayjwio31f0d1.webp,2,7,3,3,0.9984,adaptive,0.1307,0.0733,1,0.0733,0,0,0,0
tayjwio31f0d1.webp,2,8,7,7,0.9981,adaptive,0.0817,0.0521,1,0.0521,0,0,0,0
tayjwio31f0d1.webp,2,9,4,4,0.9979,adaptive,0.1135,0.0687,1,0.0687,0,0,0,0
tayjwio31f0d1.webp,3,1,4,4,0.9977,adaptive,0.1058,0.0644,1,0.0644,0,0,0,0
tayjwio31f0d1.webp,3,3,7,7,0.9986,adaptive,0.0947,0.0512,1,0.0512,0,0,0,0
tayjwio31f0d1.webp,3,5,3,3,0.9963,adaptive,0.102,0.073,1,0.073,0,0,0,0
tayjwio31f0d1.webp,3,7,8,8,0.9918,adaptive,0.1412,0.0844,1,0.0844,0,0,0,0
tayjwio31f0d1.webp,3,9,5,5,0.9937,adaptive,0.1484,0.0773,1,0.0773,0,0,0,0
tayjwio31f0d1.webp,4,1,9,9,0.997,adaptive,0.1947,0.0822,1,0.0822,0,0,0,0
tayjwio31f0d1.webp,4,6,7,7,0.9986,adaptive,0.1519,0.0512,1,0.0512,0,0,0,0
tayjwio31f0d1.webp,4,8,5,5,0.9958,adaptive,0.1635,0.078,1,0.078,0,0,0,0
tayjwio31f0d1.webp,4,9,8,8,0.9957,adaptive,0.184,0.0831,1,0.0831,0,0,0,0
tayjwio31f0d1.webp,5,3,5,5,0.9959,adaptive,0.1357,0.0796,1,0.0796,0,0,0,0
tayjwio31f0d1.webp,5,4,6,6,0.9562,adaptive,0.1635,0.0823,1,0.0823,0,0,0,0
tayjwio31f0d1.webp,5,7,9,9,0.9982,adaptive,0.1524,0.0846,1,0.0846,0,0,0,0
tayjwio31f0d1.webp,5,8,1,1,0.958,adaptive,0.0833,0.0406,1,0.0406,0,0,0,0
tayjwio31f0d1.webp,5,9,7,7,0.9984,adaptive,0.1269,0.0516,1,0.0516,0,0,0,0
tayjwio31f0d1.webp,6,2,7,7,0.999,adaptive,0.095,0.0509,1,0.0509,0,0,0,0
tayjwio31f0d1.webp,6,8,3,3,0.9981,adaptive,0.1298,0.0719,1,0.0719,0,0,0,0
tayjwio31f0d1.webp,6,9,2,2,0.9994,adaptive,0.1557,0.0695,1,0.0695,0,0,0,0
tayjwio31f0d1.webp,7,1,3,3,0.9982,adaptive,0.1833,0.072,1,0.072,0,0,0,0
tayjwio31f0d1.webp,7,2,5,5,0.9972,adaptive,0.1513,0.0787,1,0.0787,0,0,0,0
tayjwio31f0d1.webp,7,3,4,4,0.9984,adaptive,0.1675,0.0682,1,0.0682,0,0,0,0
tayjwio31f0d1.webp,7,4,8,8,0.9958,adaptive,0.1867,0.0844,1,0.0844,0,0,0,0
tayjwio31f0d1.webp,7,5,7,7,0.9983,adaptive,0.1228,0.05,1,0.05,0,0,0,0
tayjwio31f0d1.webp,7,6,1,1,0.9588,adaptive,0.1524,0.0397,1,0.0397,0,0,0,0
tayjwio31f0d1.webp,7,7,2,2,0.9994,adaptive,0.1553,0.0682,1,0.0682,0,0,0,0
tayjwio31f0d1.webp,7,8,9,9,0.9978,adaptive,0.1705,0.0853,1,0.0853,0,0,0,0
tayjwio31f0d1.webp,7,9,6,6,0.9585,adaptive,0.1974,0.0835,1,0.0835,0,0,0,0
tayjwio31f0d1.webp,8,1,7,7,0.9987,adaptive,0.1379,0.052,1,0.052,0,0,0,0
tayjwio31f0d1.webp,8,3,2,2,0.999,adaptive,0.1486,0.0694,1,0.0694,0,0,0,0
tayjwio31f0d1.webp,8,7,5,5,0.9939,adaptive,0.1361,0.0778,1,0.0778,0,0,0,0
tayjwio31f0d1.webp,8,8,8,8,0.9989,adaptive,0.1458,0.0877,1,0.0877,0,0,0,0
tayjwio31f0d1.webp,8,9,1,1,0.9535,adaptive,0.1255,0.0393,1,0.0393,0,0,0,0
tayjwio31f0d1.webp,9,2,1,1,0.9164,adaptive,0.0975,0.0405,1,0.0405,0,0,0,0
tayjwio31f0d1.webp,9,4,2,2,0.9984,adaptive,0.1497,0.0668,1,0.0668,0,0,0,0
tayjwio31f0d1.webp,9,7,7,7,0.9985,adaptive,0.1194,0.0495,1,0.0495,0,0,0,0
tayjwio31f0d1.webp,9,8,4,4,0.9987,adaptive,0.1269,0.0692,1,0.0692,0,0,0,0
tayjwio31f0d1.webp,9,9,3,3,0.9984,adaptive,0.1711,0.0713,1,0.0713,0,0,0,0
cjfirkkia7fc1.webp,1,1,9,9,0.9833,adaptive,0.2321,0.1655,1,0.1655,0,0,0,0
cjfirkkia7fc1.webp,1,4,8,8,0.9061,adaptive,0.2713,0.1769,1,0.1769,0,0,0,0
cjfirkkia7fc1.webp,1,6,5,5,0.9982,adaptive,0.2299,0.1579,1,0.1579,0,0,0,0
cjfirkkia7fc1.webp,1,8,1,1,0.9789,adaptive,0.1431,0.1013,1,0.1013,0,0,0,0
cjfirkkia7fc1.webp,2,1,1,1,0.9674,adaptive,0.1531,0.1013,1,0.1013,0,0,0,0
cjfirkkia7fc1.webp,2,2,3,3,0.9931,adaptive,0.1839,0.1568,1,0.1568,0,0,0,0
cjfirkkia7fc1.webp,2,5,2,2,0.9306,adaptive,0.2156,0.1878,1,0.1878,0,0,0,0
cjfirkkia7fc1.webp,2,7,9,9,0.9765,adaptive,0.2033,0.1524,1,0.1524,0,0,0,0
cjfirkkia7fc1.webp,3,2,4,4,0.9882,adaptive,0.1888,0.1454,1,0.1454,0,0,0,0
cjfirkkia7fc1.webp,3,4,3,3,0.9954,adaptive,0.2359,0.1524,1,0.1524,0,0,0,0
cjfirkkia7fc1.webp,3,5,9,9,0.9841,adaptive,0.2123,0.168,1,0.168,0,0,0,0
cjfirkkia7fc1.webp,3,6,1,1,0.97,adaptive,0.1684,0.0998,1,0.0998,0,0,0,0
cjfirkkia7fc1.webp,4,2,7,0,0.9569,adaptive,0.036,0.0,0,0.0,0,0,0,0
cjfirkkia7fc1.webp,4,4,9,9,0.9808,adaptive,0.2377,0.155,1,0.155,0,0,0,0
cjfirkkia7fc1.webp,4,5,1,1,0.9406,adaptive,0.1542,0.0975,1,0.0975,0,0,0,0
cjfirkkia7fc1.webp,4,6,3,3,0.9964,adaptive,0.2234,0.1524,1,0.1524,0,0,0,0
cjfirkkia7fc1.webp,4,8,2,2,0.9563,adaptive,0.2402,0.1827,1,0.1827,0,0,0,0
cjfirkkia7fc1.webp,5,2,9,9,0.9853,adaptive,0.1935,0.1644,1,0.1644,0,0,0,0
cjfirkkia7fc1.webp,5,3,1,1,0.9784,adaptive,0.1483,0.1049,1,0.1049,0,0,0,0
cjfirkkia7fc1.webp,5,5,8,8,0.8675,adaptive,0.1954,0.1795,1,0.1795,0,0,0,0
cjfirkkia7fc1.webp,5,8,7,0,0.9569,adaptive,0.0,0.0,0,0.0,0,0,0,0
cjfirkkia7fc1.webp,6,1,3,3,0.9959,adaptive,0.2321,0.1524,1,0.1524,0,0,0,0
cjfirkkia7fc1.webp,6,2,8,8,0.9675,adaptive,0.2212,0.1775,1,0.1775,0,0,0,0
cjfirkkia7fc1.webp,6,3,2,2,0.9377,adaptive,0.2395,0.1804,1,0.1804,0,0,0,0
cjfirkkia7fc1.webp,6,5,7,7,0.6985,adaptive,0.0909,0.073,4,0.0262,1,0,0,1
cjfirkkia7fc1.webp,6,7,1,1,0.9696,adaptive,0.1967,0.1007,1,0.1007,0,0,0,0
cjfirkkia7fc1.webp,6,9,9,9,0.9837,adaptive,0.2361,0.1644,1,0.1644,0,0,0,0
cjfirkkia7fc1.webp,7,2,1,1,0.9311,adaptive,0.154,0.0968,1,0.0968,0,0,0,0
cjfirkkia7fc1.webp,7,3,3,3,0.9922,adaptive,0.2225,0.1484,1,0.1484,0,0,0,0
cjfirkkia7fc1.webp,7,5,5,5,0.997,adaptive,0.2171,0.1599,1,0.1599,0,0,0,0
cjfirkkia7fc1.webp,7,6,8,8,0.8244,adaptive,0.2488,0.1771,1,0.1771,0,0,0,0
cjfirkkia7fc1.webp,7,8,9,9,0.9829,adaptive,0.2108,0.1576,1,0.1576,0,0,0,0
cjfirkkia7fc1.webp,7,9,6,6,0.8939,adaptive,0.2339,0.1642,1,0.1642,0,0,0,0
cjfirkkia7fc1.webp,8,6,9,9,0.984,adaptive,0.2042,0.1685,1,0.1685,0,0,0,0
cjfirkkia7fc1.webp,8,7,5,5,0.9975,adaptive,0.2144,0.1583,1,0.1583,0,0,0,0
cjfirkkia7fc1.webp,8,8,3,3,0.9915,adaptive,0.1609,0.1504,1,0.1504,0,0,0,0
cjfirkkia7fc1.webp,8,9,1,1,0.9791,adaptive,0.1332,0.1033,1,0.1033,0,0,0,0
cjfirkkia7fc1.webp,9,2,5,5,0.9954,adaptive,0.1995,0.1556,1,0.1556,0,0,0,0
cjfirkkia7fc1.webp,9,3,9,9,0.9913,adaptive,0.2225,0.164,1,0.164,0,0,0,0
cjfirkkia7fc1.webp,9,4,1,1,0.9901,adaptive,0.1905,0.0978,1,0.0978,0,0,0,0
cjfirkkia7fc1.webp,9,5,3,3,0.9963,adaptive,0.1988,0.1545,1,0.1545,0,0,0,0
cjfirkkia7fc1.webp,9,7,4,4,0.983,adaptive,0.2183,0.1446,1,0.1446,0,0,0,0
cjfirkkia7fc1.webp,9,8,8,8,0.9813,adaptive,0.2114,0.1703,1,0.1703,0,0,0,0
nwx857mo030d1.webp,1,3,5,5,0.9985,adaptive,0.1686,0.0838,1,0.0838,0,0,0,0
nwx857mo030d1.webp,1,4,7,7,0.9992,adaptive,0.1468,0.063,1,0.063,0,0,0,0
nwx857mo030d1.webp,1,5,8,8,0.9816,adaptive,0.1759,0.0957,1,0.0957,0,0,0,0
nwx857mo030d1.webp,1,6,3,3,0.9991,adaptive,0.1664,0.0802,1,0.0802,0,0,0,0
nwx857mo030d1.webp,2,3,2,2,0.9967,adaptive,0.1588,0.0846,1,0.0846,0,0,0,0
nwx857mo030d1.webp,2,7,7,7,0.9983,adaptive,0.1468,0.0631,1,0.0631,0,0,0,0
nwx857mo030d1.webp,3,1,7,7,0.9983,adaptive,0.1593,0.0624,1,0.0624,0,0,0,0
nwx857mo030d1.webp,3,2,1,1,0.9964,adaptive,0.1309,0.059,1,0.059,0,0,0,0
nwx857mo030d1.webp,3,8,5,5,0.9989,adaptive,0.1583,0.0862,1,0.0862,0,0,0,0
nwx857mo030d1.webp,4,1,5,5,0.9989,adaptive,0.1824,0.0864,1,0.0864,0,0,0,0
nwx857mo030d1.webp,4,3,7,7,0.9988,adaptive,0.1486,0.0624,1,0.0624,0,0,0,0
nwx857mo030d1.webp,4,8,9,9,0.9969,adaptive,0.1624,0.0907,1,0.0907,0,0,0,0
nwx857mo030d1.webp,5,2,9,9,0.9945,adaptive,0.1632,0.0932,1,0.0932,0,0,0,0
nwx857mo030d1.webp,5,4,6,6,0.9622,adaptive,0.1746,0.0916,1,0.0916,0,0,0,0
nwx857mo030d1.webp,5,7,5,5,0.9975,adaptive,0.1818,0.0855,1,0.0855,0,0,0,0
nwx857mo030d1.webp,5,9,7,7,0.9983,adaptive,0.1637,0.0647,1,0.0647,0,0,0,0
nwx857mo030d1.webp,6,1,6,6,0.9256,adaptive,0.1858,0.0887,1,0.0887,0,0,0,0
nwx857mo030d1.webp,6,7,3,3,0.9981,adaptive,0.1796,0.0811,1,0.0811,0,0,0,0
nwx857mo030d1.webp,7,3,6,6,0.9176,adaptive,0.1735,0.088,1,0.088,0,0,0,0
nwx857mo030d1.webp,7,4,1,1,0.9955,adaptive,0.1441,0.0579,1,0.0579,0,0,0,0
nwx857mo030d1.webp,7,7,2,2,0.9977,adaptive,0.1882,0.0804,1,0.0804,0,0,0,0
nwx857mo030d1.webp,7,8,8,8,0.9879,adaptive,0.175,0.0954,1,0.0954,0,0,0,0
nwx857mo030d1.webp,8,2,7,7,0.9983,adaptive,0.1224,0.0638,1,0.0638,0,0,0,0
nwx857mo030d1.webp,8,4,9,9,0.9955,adaptive,0.164,0.0923,1,0.0923,0,0,0,0
nwx857mo030d1.webp,8,6,8,8,0.9753,adaptive,0.1703,0.0977,1,0.0977,0,0,0,0
nwx857mo030d1.webp,9,8,7,7,0.999,adaptive,0.1402,0.0633,1,0.0633,0,0,0,0
nwx857mo030d1.webp,9,9,1,1,0.9902,adaptive,0.1755,0.0617,1,0.0617,0,0,0,0
xaobe6n28i0d1.webp,1,1,0,0,0.9569,adaptive,0.0421,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,1,2,0,0,0.9569,adaptive,0.0154,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,1,3,6,6,0.9805,adaptive,0.139,0.0951,1,0.0951,0,0,0,0
xaobe6n28i0d1.webp,1,4,0,0,0.9569,adaptive,0.0443,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,1,5,2,2,0.9944,adaptive,0.0991,0.0841,1,0.0841,0,0,0,0
xaobe6n28i0d1.webp,1,6,0,0,0.9569,adaptive,0.0443,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,1,7,0,0,0.9569,adaptive,0.0437,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,1,8,0,0,0.9569,adaptive,0.0152,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,1,9,0,0,0.9569,adaptive,0.0441,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,2,1,0,0,0.9569,adaptive,0.0154,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,2,2,2,2,0.9939,adaptive,0.0872,0.087,1,0.087,0,0,0,0
xaobe6n28i0d1.webp,2,4,0,0,0.9569,adaptive,0.0303,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,2,5,1,1,0.9924,adaptive,0.0613,0.0613,1,0.0613,0,0,0,0
xaobe6n28i0d1.webp,2,6,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,2,7,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,2,8,0,0,0.9569,adaptive,0.0002,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,2,9,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,3,1,0,0,0.9569,adaptive,0.0437,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,3,2,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,3,3,8,8,0.999,adaptive,0.1628,0.1051,1,0.1051,0,0,0,0
xaobe6n28i0d1.webp,3,4,5,5,0.9985,adaptive,0.1383,0.0806,1,0.0806,0,0,0,0
xaobe6n28i0d1.webp,3,5,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,3,6,9,9,0.9994,adaptive,0.1539,0.0962,1,0.0962,0,0,0,0
xaobe6n28i0d1.webp,3,7,0,0,0.9569,adaptive,0.0577,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,3,8,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,3,9,6,6,0.9696,adaptive,0.1533,0.0956,1,0.0956,0,0,0,0
xaobe6n28i0d1.webp,4,1,3,3,0.9989,adaptive,0.1205,0.0764,1,0.0764,0,0,0,0
xaobe6n28i0d1.webp,4,2,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,4,3,0,0,0.9569,adaptive,0.0579,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,4,4,0,0,0.9569,adaptive,0.0581,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,4,5,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,4,6,0,0,0.9569,adaptive,0.0584,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,4,7,0,0,0.9569,adaptive,0.0575,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,4,8,2,2,0.9882,adaptive,0.1176,0.0875,1,0.0875,0,0,0,0
xaobe6n28i0d1.webp,4,9,7,7,0.9988,adaptive,0.1261,0.0677,1,0.0677,0,0,0,0
xaobe6n28i0d1.webp,5,1,0,0,0.9569,adaptive,0.0149,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,5,2,5,5,0.9974,adaptive,0.0824,0.0824,1,0.0824,0,0,0,0
xaobe6n28i0d1.webp,5,3,4,4,0.9419,adaptive,0.1033,0.0735,1,0.0735,0,0,0,0
xaobe6n28i0d1.webp,5,4,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,5,5,0,0,0.9569,adaptive,0.0,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,5,7,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,5,8,0,0,0.9569,adaptive,0.0,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,5,9,3,3,0.9974,adaptive,0.1076,0.0778,1,0.0778,0,0,0,0
xaobe6n28i0d1.webp,6,1,0,0,0.9569,adaptive,0.0441,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,6,2,8,8,0.9992,adaptive,0.1357,0.1056,1,0.1056,0,0,0,0
xaobe6n28i0d1.webp,6,3,0,0,0.9569,adaptive,0.0579,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,6,5,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,6,6,0,0,0.9569,adaptive,0.0588,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,6,7,0,0,0.9569,adaptive,0.0584,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,6,8,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,6,9,4,4,0.9646,adaptive,0.1334,0.0748,1,0.0748,0,0,0,0
xaobe6n28i0d1.webp,7,1,0,0,0.9569,adaptive,0.0441,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,7,2,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,7,3,0,0,0.9569,adaptive,0.0575,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,7,4,4,4,0.9242,adaptive,0.1339,0.0764,1,0.0764,0,0,0,0
xaobe6n28i0d1.webp,7,5,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,7,6,0,0,0.9569,adaptive,0.0579,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,7,7,0,0,0.9569,adaptive,0.0573,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,7,8,3,3,0.9971,adaptive,0.1083,0.0785,1,0.0785,0,0,0,0
xaobe6n28i0d1.webp,7,9,0,0,0.9569,adaptive,0.0577,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,1,0,0,0.9569,adaptive,0.0154,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,2,1,1,0.9952,adaptive,0.0634,0.0629,1,0.0629,0,0,0,0
xaobe6n28i0d1.webp,8,3,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,4,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,5,0,0,0.9569,adaptive,0.0,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,6,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,7,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,8,8,7,7,0.999,adaptive,0.0689,0.0686,1,0.0686,0,0,0,0
xaobe6n28i0d1.webp,8,9,0,0,0.9569,adaptive,0.0303,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,9,1,0,0,0.9569,adaptive,0.0439,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,9,2,0,0,0.9569,adaptive,0.0301,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,9,3,0,0,0.9569,adaptive,0.0584,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,9,4,0,0,0.9569,adaptive,0.0584,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,9,5,0,0,0.9569,adaptive,0.0299,0.0,0,0.0,0,0,0,0
xaobe6n28i0d1.webp,9,6,8,8,0.9992,adaptive,0.1631,0.1045,1,0.1045,0,0,0,0
