photo,row,col,gt,pred,conf,threshold,fg_frac,comps,largest_frac
cjfirkkia7fc1.webp,9,7,4,4,1.0,adaptive,0.2353,3,0.149
cjfirkkia7fc1.webp,9,8,8,8,1.0,adaptive,0.2316,2,0.1729
nwx857mo030d1.webp,1,3,5,5,1.0,adaptive,0.1494,1,0.0863
nwx857mo030d1.webp,1,4,7,7,1.0,adaptive,0.1506,3,0.065
nwx857mo030d1.webp,1,5,8,8,1.0,adaptive,0.1556,3,0.0971
nwx857mo030d1.webp,1,6,3,3,0.9999,adaptive,0.1421,3,0.0826
nwx857mo030d1.webp,2,3,2,2,1.0,adaptive,0.1481,1,0.0859
nwx857mo030d1.webp,2,7,7,7,1.0,adaptive,0.1467,2,0.064
nwx857mo030d1.webp,3,1,7,7,0.9999,adaptive,0.1364,2,0.0643
nwx857mo030d1.webp,3,2,1,1,1.0,adaptive,0.1185,1,0.0599
nwx857mo030d1.webp,3,8,5,5,1.0,adaptive,0.1596,2,0.0875
nwx857mo030d1.webp,4,1,5,5,1.0,adaptive,0.1873,4,0.0891
nwx857mo030d1.webp,4,3,7,7,1.0,adaptive,0.1524,2,0.0643
nwx857mo030d1.webp,4,8,9,9,1.0,adaptive,0.1928,2,0.0921
nwx857mo030d1.webp,5,2,9,9,0.9999,adaptive,0.1527,2,0.0932
nwx857mo030d1.webp,5,4,6,6,1.0,adaptive,0.1697,3,0.093
nwx857mo030d1.webp,5,7,5,5,0.9999,adaptive,0.1618,2,0.0868
nwx857mo030d1.webp,5,9,7,7,0.9999,adaptive,0.1253,2,0.0657
nwx857mo030d1.webp,6,1,6,6,1.0,adaptive,0.1628,4,0.0914
nwx857mo030d1.webp,6,7,3,3,0.9998,adaptive,0.1662,2,0.0836
nwx857mo030d1.webp,7,3,6,6,1.0,adaptive,0.1777,2,0.0907
nwx857mo030d1.webp,7,4,1,0,0.8224,adaptive,0.1625,2,0.0725
nwx857mo030d1.webp,7,7,2,0,0.5843,adaptive,0.1832,2,0.0946
nwx857mo030d1.webp,7,8,8,8,1.0,adaptive,0.1834,2,0.0969
nwx857mo030d1.webp,8,2,7,7,1.0,adaptive,0.1371,2,0.0638
nwx857mo030d1.webp,8,4,9,9,1.0,adaptive,0.1841,2,0.0937
nwx857mo030d1.webp,8,6,8,8,1.0,adaptive,0.1726,2,0.0992
nwx857mo030d1.webp,9,8,7,0,0.7598,adaptive,0.1382,2,0.0698
nwx857mo030d1.webp,9,9,1,0,0.739,adaptive,0.1368,2,0.0691
xaobe6n28i0d1.webp,1,1,0,0,0.9866,adaptive,0.0425,0,0.0
xaobe6n28i0d1.webp,1,2,0,0,0.9866,adaptive,0.0156,0,0.0
xaobe6n28i0d1.webp,1,3,6,6,1.0,adaptive,0.1132,1,0.098
xaobe6n28i0d1.webp,1,4,0,5,0.3025,adaptive,0.0725,1,0.0282
xaobe6n28i0d1.webp,1,5,2,2,0.9981,adaptive,0.1146,2,0.0854
xaobe6n28i0d1.webp,1,6,0,6,0.1926,adaptive,0.0331,1,0.0172
xaobe6n28i0d1.webp,1,7,0,5,0.5117,adaptive,0.0739,1,0.0569
xaobe6n28i0d1.webp,1,8,0,0,0.602,adaptive,0.0292,1,0.0133
xaobe6n28i0d1.webp,1,9,0,0,0.602,adaptive,0.0292,1,0.0133
xaobe6n28i0d1.webp,2,1,0,0,0.9866,adaptive,0.0152,0,0.0
xaobe6n28i0d1.webp,2,2,2,2,0.9994,adaptive,0.0877,1,0.087
xaobe6n28i0d1.webp,2,4,0,5,0.3169,adaptive,0.0604,1,0.0285
xaobe6n28i0d1.webp,2,5,1,1,1.0,adaptive,0.0764,2,0.0613
xaobe6n28i0d1.webp,2,6,0,6,0.1804,adaptive,0.0152,1,0.0138
xaobe6n28i0d1.webp,2,7,0,5,0.5117,adaptive,0.0606,1,0.0569
xaobe6n28i0d1.webp,2,8,0,0,0.6363,adaptive,0.0154,1,0.014
xaobe6n28i0d1.webp,2,9,0,0,0.6363,adaptive,0.0154,1,0.014
xaobe6n28i0d1.webp,3,1,0,0,0.9866,adaptive,0.0152,0,0.0
xaobe6n28i0d1.webp,3,2,0,0,0.9866,adaptive,0.0005,0,0.0
xaobe6n28i0d1.webp,3,3,8,8,1.0,adaptive,0.109,1,0.1084
xaobe6n28i0d1.webp,3,4,5,5,1.0,adaptive,0.1437,2,0.0831
xaobe6n28i0d1.webp,3,5,0,0,0.6533,adaptive,0.0152,1,0.0138
xaobe6n28i0d1.webp,3,6,9,9,1.0,adaptive,0.1143,2,0.0992
xaobe6n28i0d1.webp,3,7,0,5,0.5117,adaptive,0.0606,1,0.0569
xaobe6n28i0d1.webp,3,8,0,0,0.6363,adaptive,0.0156,1,0.014
xaobe6n28i0d1.webp,3,9,6,6,1.0,adaptive,0.1139,2,0.0985
xaobe6n28i0d1.webp,4,1,3,3,1.0,adaptive,0.138,2,0.0787
xaobe6n28i0d1.webp,4,2,0,1,0.5059,adaptive,0.0455,1,0.0285
xaobe6n28i0d1.webp,4,3,0,1,0.5059,adaptive,0.0455,1,0.0285
xaobe6n28i0d1.webp,4,4,0,0,0.6756,adaptive,0.109,1,0.0546
xaobe6n28i0d1.webp,4,5,0,1,0.5059,adaptive,0.0735,2,0.0285
xaobe6n28i0d1.webp,4,6,0,1,0.5059,adaptive,0.0737,2,0.0285
xaobe6n28i0d1.webp,4,7,0,7,0.4956,adaptive,0.1143,1,0.082
xaobe6n28i0d1.webp,4,8,2,2,0.9991,adaptive,0.1577,3,0.0888
xaobe6n28i0d1.webp,4,9,7,7,0.9999,adaptive,0.1288,3,0.0698
xaobe6n28i0d1.webp,5,1,0,0,0.9688,adaptive,0.0292,1,0.0133
xaobe6n28i0d1.webp,5,2,5,5,1.0,adaptive,0.0978,2,0.0824
xaobe6n28i0d1.webp,5,3,4,4,1.0,adaptive,0.0902,2,0.0746
xaobe6n28i0d1.webp,5,4,0,5,0.3889,adaptive,0.073,2,0.0278
xaobe6n28i0d1.webp,5,5,0,0,0.9673,adaptive,0.0296,3,0.0135
xaobe6n28i0d1.webp,5,7,0,5,0.5117,adaptive,0.073,2,0.0569
xaobe6n28i0d1.webp,5,8,0,0,0.6064,adaptive,0.0294,3,0.0135
xaobe6n28i0d1.webp,5,9,3,3,1.0,adaptive,0.1088,3,0.079
xaobe6n28i0d1.webp,6,1,0,0,0.8996,adaptive,0.0292,1,0.0133
xaobe6n28i0d1.webp,6,2,8,8,1.0,adaptive,0.1226,2,0.1072
xaobe6n28i0d1.webp,6,3,0,0,0.9428,adaptive,0.0156,1,0.0142
xaobe6n28i0d1.webp,6,5,0,0,0.9204,adaptive,0.0298,2,0.0147
xaobe6n28i0d1.webp,6,6,0,0,0.9054,adaptive,0.0305,2,0.0156
xaobe6n28i0d1.webp,6,7,0,5,0.5117,adaptive,0.0732,2,0.0569
xaobe6n28i0d1.webp,6,8,0,0,0.8331,adaptive,0.0308,1,0.0287
xaobe6n28i0d1.webp,6,9,4,4,1.0,adaptive,0.1074,3,0.0771
xaobe6n28i0d1.webp,7,1,0,1,0.9934,adaptive,0.0732,1,0.0565
xaobe6n28i0d1.webp,7,2,0,1,0.9931,adaptive,0.0606,1,0.0569
xaobe6n28i0d1.webp,7,3,0,1,0.9931,adaptive,0.0611,1,0.0569
xaobe6n28i0d1.webp,7,4,4,4,1.0,adaptive,0.18,2,0.0787
xaobe6n28i0d1.webp,7,5,0,1,0.9931,adaptive,0.073,2,0.0569
xaobe6n28i0d1.webp,7,6,0,1,0.9931,adaptive,0.0732,2,0.0569
xaobe6n28i0d1.webp,7,7,0,0,0.5067,adaptive,0.1148,1,0.1084
xaobe6n28i0d1.webp,7,8,3,3,1.0,adaptive,0.1522,3,0.0797
xaobe6n28i0d1.webp,7,9,0,1,0.9939,adaptive,0.0716,2,0.0556
xaobe6n28i0d1.webp,8,1,0,1,0.8872,adaptive,0.0427,1,0.0262
xaobe6n28i0d1.webp,8,2,1,1,1.0,adaptive,0.0921,2,0.0629
xaobe6n28i0d1.webp,8,3,0,1,0.7333,adaptive,0.0282,1,0.0273
xaobe6n28i0d1.webp,8,4,0,1,0.8665,adaptive,0.0712,2,0.0248
xaobe6n28i0d1.webp,8,5,0,1,0.8884,adaptive,0.0427,3,0.0264
xaobe6n28i0d1.webp,8,6,0,1,0.8777,adaptive,0.0432,2,0.0262
xaobe6n28i0d1.webp,8,7,0,5,0.5117,adaptive,0.0854,2,0.0569
xaobe6n28i0d1.webp,8,8,7,7,0.9998,adaptive,0.1104,3,0.0686
xaobe6n28i0d1.webp,8,9,0,1,0.8598,adaptive,0.0418,2,0.0246
xaobe6n28i0d1.webp,9,1,0,0,0.9531,adaptive,0.0294,1,0.0133
xaobe6n28i0d1.webp,9,2,0,0,0.7446,adaptive,0.0154,1,0.014
xaobe6n28i0d1.webp,9,3,0,0,0.7388,adaptive,0.0152,1,0.0138
xaobe6n28i0d1.webp,9,4,0,0,0.6324,adaptive,0.0585,2,0.0142
xaobe6n28i0d1.webp,9,5,0,0,0.7687,adaptive,0.0294,2,0.0147
xaobe6n28i0d1.webp,9,6,8,8,1.0,adaptive,0.1382,2,0.1077
xaobe6n28i0d1.webp,9,7,6,6,1.0,adaptive,0.171,3,0.0978
xaobe6n28i0d1.webp,9,8,0,1,0.6945,adaptive,0.0395,2,0.0218
xaobe6n28i0d1.webp,9,9,0,0,0.9026,adaptive,0.031,1,0.0292
tkc715v5py0d1.webp,1,1,0,0,0.6602,adaptive,0.1162,1,0.0891
tkc715v5py0d1.webp,1,2,0,0,0.7037,adaptive,0.1283,1,0.0813
tkc715v5py0d1.webp,1,3,1,0,0.4664,adaptive,0.2137,2,0.0976
tkc715v5py0d1.webp,1,4,0,0,0.4606,adaptive,0.1607,2,0.0921
tkc715v5py0d1.webp,1,5,0,0,0.7995,adaptive,0.1483,1,0.0794
tkc715v5py0d1.webp,1,6,8,0,0.5264,adaptive,0.2289,2,0.1056
tkc715v5py0d1.webp,1,7,0,0,0.6718,adaptive,0.1674,2,0.1028
tkc715v5py0d1.webp,1,8,2,0,0.6046,adaptive,0.2117,2,0.1125
tkc715v5py0d1.webp,1,9,0,0,0.6178,adaptive,0.1288,1,0.1001
tkc715v5py0d1.webp,2,1,9,7,0.3281,adaptive,0.2066,3,0.1118
tkc715v5py0d1.webp,2,2,0,0,0.5715,adaptive,0.1364,2,0.101
tkc715v5py0d1.webp,2,3,0,0,0.5765,adaptive,0.1807,1,0.1042
tkc715v5py0d1.webp,2,4,0,0,0.6869,adaptive,0.1644,5,0.0833
tkc715v5py0d1.webp,2,5,0,0,0.8222,adaptive,0.1538,3,0.0643
tkc715v5py0d1.webp,2,6,0,0,0.6183,adaptive,0.1651,1,0.1003
tkc715v5py0d1.webp,2,7,0,0,0.4273,adaptive,0.1896,1,0.0914
tkc715v5py0d1.webp,2,8,0,0,0.6691,adaptive,0.1616,2,0.0787
tkc715v5py0d1.webp,2,9,0,0,0.6783,adaptive,0.1458,4,0.0792
tkc715v5py0d1.webp,3,1,0,7,0.4532,adaptive,0.1497,7,0.1008
tkc715v5py0d1.webp,3,2,5,0,0.7504,adaptive,0.2475,2,0.0957
tkc715v5py0d1.webp,3,3,0,0,0.4122,adaptive,0.2096,3,0.1093
tkc715v5py0d1.webp,3,4,0,0,0.534,adaptive,0.1837,2,0.0884
tkc715v5py0d1.webp,3,5,0,0,0.6236,adaptive,0.1798,2,0.0661
tkc715v5py0d1.webp,3,6,4,0,0.4414,adaptive,0.2576,3,0.1033
tkc715v5py0d1.webp,3,7,8,0,0.4313,adaptive,0.2955,2,0.0994
tkc715v5py0d1.webp,3,8,0,1,0.9876,adaptive,0.177,6,0.0546
tkc715v5py0d1.webp,3,9,0,1,0.9892,adaptive,0.1749,5,0.0556
tkc715v5py0d1.webp,4,1,8,0,0.6654,adaptive,0.2243,2,0.1047
tkc715v5py0d1.webp,4,2,0,0,0.7887,adaptive,0.1428,1,0.0872
tkc715v5py0d1.webp,4,3,0,0,0.6141,adaptive,0.1804,3,0.1136
tkc715v5py0d1.webp,4,4,0,0,0.5626,adaptive,0.1676,2,0.1111
tkc715v5py0d1.webp,4,5,9,9,1.0,adaptive,0.2449,14,0.0888
tkc715v5py0d1.webp,4,6,0,0,0.7321,adaptive,0.1605,1,0.1061
tkc715v5py0d1.webp,4,7,0,0,0.7781,adaptive,0.1758,4,0.0698
tkc715v5py0d1.webp,4,8,5,5,1.0,adaptive,0.2422,8,0.0863
tkc715v5py0d1.webp,4,9,0,0,0.9675,adaptive,0.1676,2,0.0303
tkc715v5py0d1.webp,5,1,0,0,0.5482,adaptive,0.1412,1,0.0698
tkc715v5py0d1.webp,5,2,6,6,0.9999,adaptive,0.2417,3,0.0882
tkc715v5py0d1.webp,5,3,0,0,0.7302,adaptive,0.1715,2,0.0732
tkc715v5py0d1.webp,5,4,2,2,0.9998,adaptive,0.2477,3,0.0831
tkc715v5py0d1.webp,5,5,0,0,0.839,adaptive,0.1605,6,0.042
tkc715v5py0d1.webp,5,6,0,0,0.6831,adaptive,0.1598,6,0.0767
tkc715v5py0d1.webp,5,7,0,0,0.82,adaptive,0.16,13,0.042
tkc715v5py0d1.webp,5,8,0,0,0.2941,adaptive,0.1194,10,0.0131
tkc715v5py0d1.webp,5,9,7,7,1.0,adaptive,0.1853,3,0.0624
tkc715v5py0d1.webp,6,1,0,0,0.7253,adaptive,0.1724,3,0.0753
tkc715v5py0d1.webp,6,2,0,0,0.8216,adaptive,0.1719,1,0.0608
tkc715v5py0d1.webp,6,3,0,0,0.6183,adaptive,0.1995,2,0.0918
tkc715v5py0d1.webp,6,4,0,7,0.4501,adaptive,0.1965,2,0.1058
tkc715v5py0d1.webp,6,5,4,4,1.0,adaptive,0.2656,4,0.0716
tkc715v5py0d1.webp,6,6,6,0,0.5611,adaptive,0.2812,4,0.0999
tkc715v5py0d1.webp,6,7,0,0,0.821,adaptive,0.171,6,0.0689
tkc715v5py0d1.webp,6,8,9,9,0.9995,adaptive,0.2326,2,0.0966
tkc715v5py0d1.webp,6,9,0,0,0.8225,adaptive,0.1433,3,0.068
tkc715v5py0d1.webp,7,1,7,0,0.8093,adaptive,0.2041,2,0.0806
tkc715v5py0d1.webp,7,2,3,3,0.9996,adaptive,0.2119,2,0.0847
tkc715v5py0d1.webp,7,3,0,0,0.8334,adaptive,0.1534,8,0.0962
tkc715v5py0d1.webp,7,4,0,0,0.525,adaptive,0.1504,5,0.0946
tkc715v5py0d1.webp,7,5,0,0,0.845,adaptive,0.1554,4,0.0725
tkc715v5py0d1.webp,7,6,0,0,0.8197,adaptive,0.1478,5,0.1008
tkc715v5py0d1.webp,7,7,0,0,0.7336,adaptive,0.1345,4,0.0957
tkc715v5py0d1.webp,7,8,4,0,0.7413,adaptive,0.1839,3,0.0783
tkc715v5py0d1.webp,7,9,5,0,0.6487,adaptive,0.2011,3,0.0969
tkc715v5py0d1.webp,8,1,1,0,0.654,adaptive,0.1841,2,0.0599
tkc715v5py0d1.webp,8,2,0,1,0.9545,adaptive,0.1382,8,0.0416
tkc715v5py0d1.webp,8,3,0,0,0.7625,adaptive,0.1455,2,0.0817
tkc715v5py0d1.webp,8,4,0,0,0.5798,adaptive,0.1476,3,0.0785
tkc715v5py0d1.webp,8,5,0,1,0.8829,adaptive,0.1407,17,0.0367
tkc715v5py0d1.webp,8,6,2,2,0.9998,adaptive,0.2424,7,0.0863
tkc715v5py0d1.webp,8,7,0,0,0.5163,adaptive,0.1345,8,0.104
tkc715v5py0d1.webp,8,8,0,0,0.6455,adaptive,0.1198,7,0.084
tkc715v5py0d1.webp,8,9,6,0,0.5695,adaptive,0.211,3,0.0971
tkc715v5py0d1.webp,9,1,2,2,0.9998,adaptive,0.2254,2,0.0803
tkc715v5py0d1.webp,9,2,0,0,0.7084,adaptive,0.132,1,0.0663
tkc715v5py0d1.webp,9,3,0,0,0.7197,adaptive,0.1462,5,0.0895
tkc715v5py0d1.webp,9,4,0,0,0.621,adaptive,0.14,4,0.0898
tkc715v5py0d1.webp,9,5,0,1,0.9934,adaptive,0.1302,4,0.0565
tkc715v5py0d1.webp,9,6,0,0,0.7982,adaptive,0.1593,4,0.093
tkc715v5py0d1.webp,9,7,7,0,0.6817,adaptive,0.2149,4,0.1205
tkc715v5py0d1.webp,9,8,0,0,0.9135,adaptive,0.1995,10,0.0895
tkc715v5py0d1.webp,9,9,1,0,0.847,adaptive,0.2048,3,0.0872
gqx094yuu3ec1.webp,1,1,0,0,0.9866,adaptive,0.0583,0,0.0
gqx094yuu3ec1.webp,1,2,0,0,0.9866,adaptive,0.042,0,0.0
gqx094yuu3ec1.webp,1,3,1,1,1.0,adaptive,0.1001,1,0.0698
gqx094yuu3ec1.webp,1,4,6,6,1.0,adaptive,0.1763,2,0.1026
gqx094yuu3ec1.webp,1,5,2,2,0.9998,adaptive,0.1343,2,0.0907
gqx094yuu3ec1.webp,1,6,8,8,1.0,adaptive,0.169,2,0.1118
gqx094yuu3ec1.webp,1,7,3,3,1.0,adaptive,0.1568,2,0.0833
gqx094yuu3ec1.webp,1,8,0,4,0.3245,adaptive,0.0569,1,0.0257
gqx094yuu3ec1.webp,1,9,0,1,0.5705,adaptive,0.0549,1,0.0239
gqx094yuu3ec1.webp,2,1,0,0,0.9866,adaptive,0.0305,0,0.0
gqx094yuu3ec1.webp,2,2,0,0,0.9866,adaptive,0.025,0,0.0
gqx094yuu3ec1.webp,2,3,9,9,1.0,adaptive,0.115,1,0.1019
gqx094yuu3ec1.webp,2,4,0,0,0.6324,adaptive,0.0581,1,0.0142
gqx094yuu3ec1.webp,2,5,0,0,0.2831,adaptive,0.0257,1,0.0133
gqx094yuu3ec1.webp,2,6,0,5,0.2806,adaptive,0.0298,1,0.0273
gqx094yuu3ec1.webp,2,7,6,6,1.0,adaptive,0.1492,2,0.1038
gqx094yuu3ec1.webp,2,8,1,1,1.0,adaptive,0.0971,2,0.068
gqx094yuu3ec1.webp,2,9,0,6,0.1599,adaptive,0.0186,1,0.0149
gqx094yuu3ec1.webp,3,1,0,0,0.9866,adaptive,0.0305,0,0.0
gqx094yuu3ec1.webp,3,2,3,3,1.0,adaptive,0.0923,1,0.0826
gqx094yuu3ec1.webp,3,3,0,0,0.9866,adaptive,0.0014,0,0.0
gqx094yuu3ec1.webp,3,4,0,0,0.6324,adaptive,0.0455,1,0.0142
gqx094yuu3ec1.webp,3,5,0,0,0.2831,adaptive,0.0152,2,0.0133
gqx094yuu3ec1.webp,3,6,5,5,1.0,adaptive,0.115,3,0.0854
gqx094yuu3ec1.webp,3,7,0,4,0.499,adaptive,0.0455,1,0.0427
gqx094yuu3ec1.webp,3,8,8,8,1.0,adaptive,0.138,3,0.1088
gqx094yuu3ec1.webp,3,9,0,6,0.1687,adaptive,0.0191,1,0.0168
gqx094yuu3ec1.webp,4,1,0,0,0.9807,adaptive,0.0732,1,0.0142
gqx094yuu3ec1.webp,4,2,6,6,1.0,adaptive,0.1591,2,0.1033
gqx094yuu3ec1.webp,4,3,0,0,0.9807,adaptive,0.0455,1,0.0142
gqx094yuu3ec1.webp,4,4,0,0,0.9476,adaptive,0.0884,1,0.0282
gqx094yuu3ec1.webp,4,5,0,0,0.9807,adaptive,0.0583,2,0.0142
gqx094yuu3ec1.webp,4,6,1,1,1.0,adaptive,0.1403,3,0.0689
gqx094yuu3ec1.webp,4,7,0,0,0.7826,adaptive,0.0886,1,0.0562
gqx094yuu3ec1.webp,4,8,4,4,1.0,adaptive,0.1536,3,0.082
gqx094yuu3ec1.webp,4,9,0,0,0.9807,adaptive,0.0588,2,0.0142
gqx094yuu3ec1.webp,5,1,0,0,0.9699,adaptive,0.0436,1,0.0129
gqx094yuu3ec1.webp,5,2,7,7,0.9999,adaptive,0.1019,2,0.0751
gqx094yuu3ec1.webp,5,3,0,0,0.9688,adaptive,0.0152,2,0.0133
gqx094yuu3ec1.webp,5,4,0,0,0.6324,adaptive,0.0585,2,0.0142
gqx094yuu3ec1.webp,5,5,6,6,1.0,adaptive,0.1331,4,0.1038
gqx094yuu3ec1.webp,5,6,0,5,0.3197,adaptive,0.0438,2,0.0282
gqx094yuu3ec1.webp,5,7,0,4,0.499,adaptive,0.0579,2,0.0427
gqx094yuu3ec1.webp,5,8,3,3,1.0,adaptive,0.126,4,0.0831
gqx094yuu3ec1.webp,5,9,0,4,0.2167,adaptive,0.0324,2,0.0177
gqx094yuu3ec1.webp,6,1,0,1,0.5272,adaptive,0.0569,1,0.0257
gqx094yuu3ec1.webp,6,2,4,4,1.0,adaptive,0.123,2,0.0824
gqx094yuu3ec1.webp,6,3,0,1,0.6031,adaptive,0.0287,2,0.0269
gqx094yuu3ec1.webp,6,4,0,1,0.5174,adaptive,0.0716,2,0.0253
gqx094yuu3ec1.webp,6,5,8,8,1.0,adaptive,0.1524,4,0.1093
gqx094yuu3ec1.webp,6,6,0,5,0.2856,adaptive,0.0576,2,0.0285
gqx094yuu3ec1.webp,6,7,0,4,0.499,adaptive,0.0705,2,0.0427
gqx094yuu3ec1.webp,6,8,9,9,1.0,adaptive,0.1582,4,0.1019
gqx094yuu3ec1.webp,6,9,0,4,0.3316,adaptive,0.0544,2,0.0269
gqx094yuu3ec1.webp,7,1,0,1,0.9525,adaptive,0.0735,1,0.0427
gqx094yuu3ec1.webp,7,2,8,8,1.0,adaptive,0.1589,2,0.1134
gqx094yuu3ec1.webp,7,3,0,1,0.9525,adaptive,0.0455,1,0.0427
gqx094yuu3ec1.webp,7,4,2,2,0.9997,adaptive,0.18,2,0.0911
gqx094yuu3ec1.webp,7,5,0,1,0.9525,adaptive,0.0581,2,0.0427
gqx094yuu3ec1.webp,7,6,0,1,0.9525,adaptive,0.0707,2,0.0427
gqx094yuu3ec1.webp,7,7,0,0,0.7056,adaptive,0.0888,1,0.0833
gqx094yuu3ec1.webp,7,8,6,6,1.0,adaptive,0.1738,3,0.1031
gqx094yuu3ec1.webp,7,9,0,1,0.9525,adaptive,0.0583,2,0.0427
gqx094yuu3ec1.webp,8,1,0,1,0.8103,adaptive,0.0574,1,0.0262
gqx094yuu3ec1.webp,8,2,9,9,1.0,adaptive,0.132,2,0.1024
gqx094yuu3ec1.webp,8,3,2,2,0.9938,adaptive,0.1185,3,0.09
gqx094yuu3ec1.webp,8,4,0,1,0.9555,adaptive,0.0716,2,0.0253
gqx094yuu3ec1.webp,8,5,0,1,0.8384,adaptive,0.0432,3,0.0266
gqx094yuu3ec1.webp,8,6,0,4,0.2945,adaptive,0.0572,3,0.0262
gqx094yuu3ec1.webp,8,7,7,7,0.9998,adaptive,0.1449,3,0.0742
gqx094yuu3ec1.webp,8,8,0,4,0.3245,adaptive,0.056,3,0.0257
gqx094yuu3ec1.webp,8,9,0,1,0.751,adaptive,0.0429,2,0.0253
gqx094yuu3ec1.webp,9,1,0,0,0.9117,adaptive,0.0441,1,0.0131
gqx094yuu3ec1.webp,9,2,0,0,0.8241,adaptive,0.0158,1,0.014
gqx094yuu3ec1.webp,9,3,6,6,1.0,adaptive,0.1221,3,0.1022
gqx094yuu3ec1.webp,9,4,9,9,1.0,adaptive,0.1731,3,0.1019
gqx094yuu3ec1.webp,9,5,7,7,0.9999,adaptive,0.1146,3,0.0716
gqx094yuu3ec1.webp,9,6,4,4,1.0,adaptive,0.1389,3,0.0813
gqx094yuu3ec1.webp,9,7,0,4,0.499,adaptive,0.0705,2,0.0427
gqx094yuu3ec1.webp,9,8,0,1,0.6348,adaptive,0.0572,2,0.0289
gqx094yuu3ec1.webp,9,9,0,1,0.7675,adaptive,0.0438,2,0.0255
14cjfxivj70d1.webp,1,1,5,5,1.0,adaptive,0.1017,1,0.0572
14cjfxivj70d1.webp,1,3,8,8,1.0,adaptive,0.1263,1,0.0696
14cjfxivj70d1.webp,1,5,3,3,1.0,adaptive,0.1162,2,0.0544
14cjfxivj70d1.webp,1,9,1,1,0.9999,adaptive,0.0838,2,0.0399
14cjfxivj70d1.webp,2,1,6,6,1.0,adaptive,0.096,1,0.0613
14cjfxivj70d1.webp,2,3,3,3,1.0,adaptive,0.0964,1,0.0539
14cjfxivj70d1.webp,2,5,1,1,1.0,adaptive,0.084,2,0.0402
14cjfxivj70d1.webp,2,8,4,4,1.0,adaptive,0.098,2,0.0535
14cjfxivj70d1.webp,3,2,1,1,1.0,adaptive,0.087,1,0.0438
14cjfxivj70d1.webp,3,6,2,2,0.9997,adaptive,0.1127,2,0.0519
14cjfxivj70d1.webp,3,8,8,8,1.0,adaptive,0.127,4,0.0702
14cjfxivj70d1.webp,4,4,3,3,1.0,adaptive,0.1416,2,0.0542
14cjfxivj70d1.webp,4,5,5,5,1.0,adaptive,0.138,3,0.0533
14cjfxivj70d1.webp,4,8,1,1,1.0,adaptive,0.112,3,0.0397
14cjfxivj70d1.webp,5,4,6,6,1.0,adaptive,0.1341,3,0.062
14cjfxivj70d1.webp,5,7,7,7,0.9999,adaptive,0.1164,3,0.0452
14cjfxivj70d1.webp,5,9,5,5,1.0,adaptive,0.1146,2,0.0569
14cjfxivj70d1.webp,6,4,1,1,1.0,adaptive,0.1118,3,0.0395
14cjfxivj70d1.webp,6,7,8,8,1.0,adaptive,0.1414,3,0.07
14cjfxivj70d1.webp,6,9,4,0,0.6473,adaptive,0.1118,2,0.0558
14cjfxivj70d1.webp,7,2,6,6,1.0,adaptive,0.1196,2,0.0613
14cjfxivj70d1.webp,7,4,2,0,0.9211,adaptive,0.1393,2,0.0562
14cjfxivj70d1.webp,7,5,4,4,1.0,adaptive,0.1334,3,0.0519
14cjfxivj70d1.webp,7,9,8,8,1.0,adaptive,0.1515,3,0.0675
14cjfxivj70d1.webp,8,1,2,2,0.9991,adaptive,0.1072,2,0.0505
14cjfxivj70d1.webp,8,7,1,4,0.499,adaptive,0.1095,3,0.0427
14cjfxivj70d1.webp,9,2,8,8,1.0,adaptive,0.1258,2,0.0677
14cjfxivj70d1.webp,9,6,1,1,1.0,adaptive,0.1056,8,0.0422
14cjfxivj70d1.webp,9,7,4,4,1.0,adaptive,0.1364,3,0.0521
14cjfxivj70d1.webp,9,8,2,0,0.7394,adaptive,0.1251,2,0.0689
6v28vzk9rv8c1.webp,1,1,2,2,0.9998,adaptive,0.132,1,0.073
6v28vzk9rv8c1.webp,1,4,7,7,0.9999,adaptive,0.1258,2,0.0519
6v28vzk9rv8c1.webp,1,5,9,9,1.0,adaptive,0.1442,2,0.0863
6v28vzk9rv8c1.webp,1,6,8,8,1.0,adaptive,0.1462,2,0.0884
6v28vzk9rv8c1.webp,1,7,6,6,0.9997,adaptive,0.1618,2,0.0852
6v28vzk9rv8c1.webp,1,8,5,5,0.9988,adaptive,0.1398,2,0.0813
6v28vzk9rv8c1.webp,1,9,3,3,0.9999,adaptive,0.1306,2,0.0725
6v28vzk9rv8c1.webp,2,1,3,3,0.9999,adaptive,0.1185,1,0.0746
6v28vzk9rv8c1.webp,2,2,5,5,0.9997,adaptive,0.1107,1,0.0808
6v28vzk9rv8c1.webp,2,3,7,7,0.9999,adaptive,0.0992,1,0.0549
6v28vzk9rv8c1.webp,2,4,6,6,1.0,adaptive,0.1458,2,0.087
6v28vzk9rv8c1.webp,2,5,2,2,0.9995,adaptive,0.115,2,0.0709
6v28vzk9rv8c1.webp,2,6,1,1,0.9976,adaptive,0.0859,2,0.0418
6v28vzk9rv8c1.webp,2,8,9,9,1.0,adaptive,0.1336,2,0.0888
6v28vzk9rv8c1.webp,3,1,9,9,1.0,adaptive,0.1591,1,0.0882
6v28vzk9rv8c1.webp,3,2,8,8,1.0,adaptive,0.1453,1,0.0875
6v28vzk9rv8c1.webp,3,3,6,6,1.0,adaptive,0.1561,1,0.0856
6v28vzk9rv8c1.webp,3,4,4,4,1.0,adaptive,0.1573,2,0.0721
